id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
147,Ldyisp,AGIL 250 ML X 40,AGI-2,32,17,1,547,9/18/2020,12/9/2021,547,3/21/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
148,Mceelv,CALIWA 350 OD 500 ML x 20,CAL-16,77,10,15,718,3/6/2020,11/9/2021,718,3/29/2023,TRUE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
149,Pemfo,Cozeb 1 Kg X 20,COZ-24,95,11,1,1049,10/28/2020,10/11/2021,1049,3/29/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
150,Dlmkv,DUMIL 400 Gr X 25,DUM-32,90,4,9,369,10/14/2020,8/4/2021,369,3/23/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
151,Ifxmrr,Anilo 100 Gr x 50,ANI-3,66,8,11,487,4/11/2020,9/6/2021,487,3/31/2023,FALSE,TRUE,Kabupaten Blora,Jawa Tengah
152,Octpvn,Chalenger 1L X 20,CHA-17,22,48,2,1065,10/2/2020,6/26/2021,1065,4/2/2023,FALSE,FALSE,Kota Pekalongan,Jawa Tengah
153,Zcndfk,Dense 500 Gr X 20,DEN-30,15,40,13,584,12/25/2020,2/6/2021,584,3/30/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
154,Soybau,Remazole 400 ml X 20,REM-54,78,20,9,1540,3/23/2020,7/15/2021,1540,3/21/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
155,Bqouu,JOKER 400 Gr X 25,JOK-40,91,12,3,1132,6/15/2020,10/3/2021,1132,3/29/2023,TRUE,TRUE,Kabupaten Kudus,Jawa Tengah
156,Afojs,BLASIL 250 ML X 40,BLA-14,66,35,7,2305,1/9/2020,4/10/2021,2305,3/26/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
157,Qhxmkw,YaraMila Palmae 50 Kg,YAR-70,63,14,19,845,7/1/2020,12/27/2021,845,3/25/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
158,Wtbgs,Narkis 250 ML x 40,NAR-51,61,13,3,762,8/22/2020,1/3/2021,762,3/29/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
159,Bdkcey,Liberty 1Kg X 20,LIB-48,85,23,16,1950,7/17/2020,2/20/2021,1950,3/21/2023,TRUE,TRUE,Kota Magelang,Jawa Tengah
160,Ntdanez,JOKER 400 Gr X 25,JOK-40,52,46,9,2395,2/6/2020,8/8/2021,2395,3/21/2023,FALSE,FALSE,Kabupaten Purbalingga,Jawa Tengah
161,Soybau,Corona 250 ML X 36,COR-23,45,37,10,1649,3/8/2020,7/26/2021,1649,3/21/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
162,Kyvgk,AGIL 250 ML X 40,AGI-2,47,27,17,1271,2/23/2020,3/3/2021,1271,3/27/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
163,Aakpwbz,YaraMila Faster (50 Kg),YAR-69,23,2,0,37,4/24/2020,12/18/2021,37,3/29/2023,FALSE,TRUE,Kabupaten Banyumas,Jawa Tengah
164,Ybfmhwz,Dangke 400 Gr X 30,DAN-28,72,40,17,2881,1/27/2020,1/8/2021,2881,3/22/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
165,Sxeejqj,BELLMAC 250 ML X 40,BEL-11,73,3,7,227,10/18/2020,2/9/2021,227,4/1/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
166,Yfentk,Anilo 100 Gr x 50,ANI-3,38,42,7,1576,3/13/2020,6/24/2021,1576,4/1/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
167,Lxmpnke,unused,UNU-64,65,6,8,363,3/15/2020,5/5/2021,363,3/22/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
168,Blxqtb,Ricequick 100 Gr X 70,RIC-55,58,44,5,2523,5/30/2020,3/17/2021,2523,3/26/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
169,Uqvcs,Plethora 250 ML X40,PLE-52,74,47,14,3498,3/28/2020,8/7/2021,3498,3/26/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
170,Dojntoc,JOKER 400 Gr X 25,JOK-40,92,16,4,1447,2/17/2020,8/4/2021,1447,4/1/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
171,Kqlqvto,CHLORMITE 900 ML X 20,CHL-21,99,9,16,889,8/15/2020,6/30/2021,889,3/27/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
172,Ifxmrr,JOKER 400 Gr X 25,JOK-40,38,35,11,1303,5/13/2020,10/23/2021,1303,3/29/2023,FALSE,TRUE,Kabupaten Blora,Jawa Tengah
173,Ybfmhwz,SUPRETOX 500 ML X 24,SUP-61,61,8,11,449,3/19/2020,2/8/2021,449,3/25/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
174,Zdkwb,EXPLORE 250 ML X 36,EXP-33,39,44,4,1719,2/17/2020,4/27/2021,1719,3/26/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
175,Otnxz,Balistic 100ML X 36,BAL-9,52,37,16,1913,3/12/2020,4/8/2021,1913,4/2/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
176,Jteshi,BLASIL 250 ML X 40,BLA-14,76,21,2,1588,1/2/2020,12/5/2021,1588,3/23/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
177,Pmmvkwp,JOKER 400 Gr X 25,JOK-40,39,14,12,525,3/31/2020,9/14/2021,525,3/25/2023,FALSE,FALSE,Kabupaten Temanggung,Jawa Tengah
178,Blxqtb,Plethora 250 ML X40,PLE-52,61,15,10,881,9/2/2020,4/19/2021,881,3/26/2023,TRUE,FALSE,Kabupaten Pemalang,Jawa Tengah
179,Blxqtb,Yara Mila Complex/1 Kg Repacking,YAR-65,72,19,7,1374,11/9/2020,5/16/2021,1374,3/29/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
180,Zcndfk,SUPRETOX 1 L X 20,SUP-60,28,37,1,1027,5/7/2020,4/25/2021,1027,3/22/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
181,Jwhlxvr,Corona 100 ML X 36,COR-22,87,43,5,3755,3/4/2020,5/8/2021,3755,4/2/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
182,Owgni,Custodia 250 ML X 40,CUS-25,89,12,8,1038,5/5/2020,11/12/2021,1038,3/24/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
183,Hzbalcz,CHLORMITE 200 ML X 48,CHL-19,68,40,0,2743,7/29/2020,5/17/2021,2743,3/23/2023,FALSE,TRUE,Kabupaten Kendal,Jawa Tengah
184,Obkqjgm,SUPREMO 1 L X 20,SUP-58,38,14,1,545,4/14/2020,6/16/2021,545,3/30/2023,TRUE,TRUE,Kabupaten Kendal,Jawa Tengah
185,Qbjxo,Blasil 100 ml X 100,BLA-13,54,4,19,206,9/19/2020,1/27/2021,206,4/2/2023,FALSE,FALSE,Kabupaten Banjarnegara,Jawa Tengah
186,Pugey,SUPRETOX 500 ML X 24,SUP-61,32,42,11,1337,5/12/2020,11/29/2021,1337,3/31/2023,TRUE,FALSE,Kabupaten Jepara,Jawa Tengah
187,Lxmpnke,YaraLiva Nitrabor (25 Kg),YAR-66,37,17,12,622,2/10/2020,12/28/2021,622,3/29/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
188,Odmhzie,Chalenger 1L X 20,CHA-17,68,24,13,1651,7/25/2020,1/6/2021,1651,3/21/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
189,Lbsskne,YaraMila Palmae 50 Kg,YAR-70,95,4,14,389,11/10/2020,12/24/2021,389,3/24/2023,TRUE,TRUE,Kota Semarang,Jawa Tengah
190,Jltguio,CHLORMITE 400 ML X 24,CHL-20,77,26,19,1995,10/6/2020,11/28/2021,1995,3/26/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
191,Obkqjgm,Astonish 500 ML X 24,AST-7,58,23,7,1338,8/2/2020,3/28/2021,1338,3/29/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
192,Yoycwv,BALISTIC 500 ML X 12,BAL-10,98,21,10,2000,6/26/2020,12/23/2021,2000,3/27/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
193,Mvljg,LEILI 100 ML X 60,LEI-46,16,29,11,455,12/30/2020,11/25/2021,455,4/1/2023,TRUE,FALSE,Kabupaten Purbalingga,Jawa Tengah
194,Bdkcey,Custodia 250 ML X 40,CUS-25,57,15,4,874,10/8/2020,7/12/2021,874,3/27/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
195,Jnpva,KLENSECT 200 ML X 48,KLE-42,52,10,15,512,2/24/2020,1/18/2021,512,3/31/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
196,Ngcswb,SUPREMO 1 L X 20,SUP-58,92,17,13,1537,6/29/2020,11/19/2021,1537,3/23/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
197,Odmhzie,EXPLORE 250 ML X 36,EXP-33,59,42,6,2500,5/24/2020,2/28/2021,2500,3/28/2023,FALSE,TRUE,Kota Tegal,Jawa Tengah
198,Vaqps,DUMIL 400 Gr X 25,DUM-32,32,1,10,27,9/11/2020,7/20/2021,27,3/29/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
199,Znpdsy,EXPLORE 250 ML X 36,EXP-33,48,23,18,1084,12/8/2020,5/30/2021,1084,4/1/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
200,Pugey,Corona 250 ML X 36,COR-23,68,39,6,2664,2/5/2020,12/30/2021,2664,3/21/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
201,Bzhvs,CALIWA 350 OD 250 ML X 40,CAL-15,57,2,14,74,12/1/2020,4/8/2021,74,3/24/2023,TRUE,FALSE,Kabupaten Rembang,Jawa Tengah
202,Hzphnyx,Jurassic 1L X 20,JUR-41,27,3,17,61,11/19/2020,3/1/2021,61,3/22/2023,FALSE,FALSE,Kabupaten Boyolali,Jawa Tengah
203,Qbjxo,DUMIL 400 Gr X 25,DUM-32,63,4,7,246,6/8/2020,10/6/2021,246,3/28/2023,TRUE,FALSE,Kabupaten Banjarnegara,Jawa Tengah
204,Tmewk,LEILI 250 ML X 48,LEI-47,58,32,12,1844,2/4/2020,6/26/2021,1844,3/25/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
205,Olzcxs,Dangke 250 Gr X 40,DAN-27,42,4,6,165,12/27/2020,12/26/2021,165,3/27/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
206,Kqlqvto,Gandewa 500 ML X 10,GAN-38,89,2,6,186,3/3/2020,9/2/2021,186,3/21/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
207,Dkmbh,YaraMila Faster (50 Kg),YAR-69,34,34,20,1140,12/11/2020,11/28/2021,1140,3/23/2023,TRUE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
208,Ifxmrr,JOKER 100 Gr X 50,JOK-39,76,35,19,2604,4/22/2020,4/29/2021,2604,3/22/2023,FALSE,TRUE,Kabupaten Blora,Jawa Tengah
209,Hzbalcz,Spreader 500 ML X 24,SPR-57,76,49,4,3721,8/18/2020,3/16/2021,3721,4/1/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
210,Ptfakl,Gandewa 500 ML X 10,GAN-38,53,42,2,2246,1/21/2020,9/23/2021,2246,3/21/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
211,Xjfklgz,YaraMila Palmae 50 Kg,YAR-70,24,34,7,808,4/22/2020,10/21/2021,808,3/29/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
212,Vaqps,CHLORMITE 900 ML X 20,CHL-21,22,49,14,1067,10/14/2020,10/13/2021,1067,3/24/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
213,Xcksch,CALIWA 350 OD 250 ML X 40,CAL-15,23,2,18,24,6/29/2020,3/22/2021,24,3/22/2023,FALSE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
214,Bgvpp,Foltus 1L X 20,FOL-35,22,27,12,584,3/13/2020,8/26/2021,584,3/30/2023,FALSE,TRUE,Kabupaten Semarang,Jawa Tengah
215,Ysfkjfw,Gandewa 250 ML X 20,GAN-37,14,5,7,65,3/22/2020,8/30/2021,65,3/27/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
216,Cvxnimc,CHLORMITE 900 ML X 20,CHL-21,100,17,15,1672,6/17/2020,1/27/2021,1672,3/24/2023,FALSE,TRUE,Kota Surakarta,Jawa Tengah
217,Aakpwbz,ZENPRO NPK LIQUID X 15,ZEN-75,90,10,3,902,8/1/2020,7/16/2021,902,3/24/2023,FALSE,FALSE,Kabupaten Banyumas,Jawa Tengah
218,Xtuftk,Corona 100 ML X 36,COR-22,71,3,16,209,12/14/2020,11/17/2021,209,3/31/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
219,Mdvqtf,Dangke 400 Gr X 30,DAN-28,92,33,15,3003,1/23/2020,5/18/2021,3003,3/30/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
220,Pemfo,Remazole 400 ml X 20,REM-54,95,29,7,2729,12/19/2020,10/19/2021,2729,3/22/2023,TRUE,TRUE,Kabupaten Wonogiri,Jawa Tengah
221,Tcjkvdr,JOKER 100 Gr X 50,JOK-39,42,49,14,2057,12/8/2020,9/14/2021,2057,3/23/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
222,Pemfo,Jurassic 1L X 20,JUR-41,59,37,14,2186,12/19/2020,9/23/2021,2186,3/28/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
223,Mceelv,Balistic 100ML X 36,BAL-9,17,6,19,90,10/1/2020,11/14/2021,90,3/26/2023,TRUE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
224,Ocpmzbq,YaraMila Palmae 50 Kg,YAR-70,83,22,5,1833,12/8/2020,2/9/2021,1833,3/30/2023,FALSE,FALSE,Kabupaten Batang,Jawa Tengah
225,Kyvgk,Liberty 500 X 20,LIB-50,81,47,9,3825,11/25/2020,12/1/2021,3825,3/22/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
226,Ychfbg,Klensect 900 ML X 20,KLE-44,74,36,5,2691,3/11/2020,7/17/2021,2691,3/24/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
227,Csaxcs,Dense 500 Gr X 20,DEN-30,46,18,12,802,3/18/2020,12/16/2021,802,3/29/2023,FALSE,TRUE,Kabupaten Rembang,Jawa Tengah
228,Ffcsef,KLENSECT 200 ML X 48,KLE-42,60,5,17,313,8/16/2020,8/31/2021,313,3/27/2023,TRUE,FALSE,Kabupaten Klaten,Jawa Tengah
229,Cvxnimc,Anilo 400 Gr X 20,ANI-4,88,1,11,106,9/9/2020,11/27/2021,106,3/29/2023,FALSE,TRUE,Kota Surakarta,Jawa Tengah
230,Vmhgllp,KLENSECT 200 ML X 48,KLE-42,35,47,5,1650,12/22/2020,1/17/2021,1650,3/22/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
231,Qlkref,AGIL 100 ML X 100,AGI-1,75,48,17,3617,3/23/2020,7/17/2021,3617,3/31/2023,TRUE,TRUE,Kota Tegal,Jawa Tengah
232,Plkia,Anilo 100 Gr x 50,ANI-3,23,41,3,930,10/31/2020,4/1/2021,930,3/31/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
233,Rmbbag,Astonish 100 ML X 60,AST-6,37,23,5,837,6/29/2020,2/9/2021,837,3/30/2023,TRUE,FALSE,Kabupaten Temanggung,Jawa Tengah
234,Tcjkvdr,Liberty 250 Gr X 40,LIB-49,20,34,2,685,3/30/2020,9/20/2021,685,4/1/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
235,Pmmvkwp,AGIL 250 ML X 40,AGI-2,49,18,19,856,7/22/2020,10/8/2021,856,3/22/2023,TRUE,TRUE,Kabupaten Temanggung,Jawa Tengah
236,Vooka,Betanil 500 Gr x 20,BET-12,59,33,5,1944,5/13/2020,11/5/2021,1944,3/30/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
237,Gjlnieu,Dangke 100 Gr X 100,DAN-26,80,26,6,2099,2/4/2020,5/6/2021,2099,3/31/2023,FALSE,TRUE,Kabupaten Semarang,Jawa Tengah
238,Vwxqqo,Cozeb 1 Kg X 20,COZ-24,85,49,7,4182,2/26/2020,10/20/2021,4182,3/21/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
239,Fybcazi,Liberty 500 X 20,LIB-50,26,11,1,281,12/26/2020,11/17/2021,281,4/1/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
240,Bzhvs,AGIL 100 ML X 100,AGI-1,43,9,13,354,5/26/2020,7/30/2021,354,3/29/2023,FALSE,FALSE,Kabupaten Rembang,Jawa Tengah
241,Noxszq,YaraLiva Tropicote (25 Kg),YAR-67,66,31,10,2034,3/25/2020,9/14/2021,2034,3/22/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
242,Mzmsaie,Dangke 100 Gr X 100,DAN-26,71,46,6,3228,2/21/2020,5/29/2021,3228,3/21/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
243,Cemiujs,JOKER 100 Gr X 50,JOK-39,58,41,7,2391,9/11/2020,12/9/2021,2391,3/31/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
244,Xniyvoq,YaraMila Winner (50 Kg),YAR-72,42,49,3,2059,5/21/2020,1/7/2021,2059,3/21/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
245,Gizua,Custodia 250 ML X 40,CUS-25,56,33,14,1834,5/24/2020,6/14/2021,1834,3/24/2023,FALSE,FALSE,Kabupaten Brebes,Jawa Tengah
246,Umrwzu,CHLORMITE 100 ML X 120,CHL-18,40,40,12,1597,5/24/2020,12/12/2021,1597,3/23/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
247,Beolp,Avatar 100 ml X 36,AVA-8,53,48,12,2505,7/30/2020,4/26/2021,2505,4/2/2023,FALSE,TRUE,Kabupaten Jepara,Jawa Tengah
248,Zcndfk,YaraVita Tripholate 25 Gr @120,YAR-74,59,23,16,1352,10/9/2020,12/13/2021,1352,3/31/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
249,Hfwdd,SUPRETOX 500 ML X 24,SUP-61,31,17,15,503,7/25/2020,3/18/2021,503,3/27/2023,TRUE,FALSE,Kabupaten Purbalingga,Jawa Tengah
250,Dlmkv,Blasil 100 ml X 100,BLA-13,37,46,13,1672,3/15/2020,3/18/2021,1672,3/28/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
251,Dojntoc,Remazole 250 ml X 40,REM-53,45,31,7,1370,2/21/2020,4/13/2021,1370,3/22/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
252,Cemiujs,YaraLiva Nitrabor (25 Kg),YAR-66,81,40,16,3248,7/29/2020,8/21/2021,3248,3/27/2023,FALSE,TRUE,Kabupaten Purbalingga,Jawa Tengah
253,Lgnkd,YaraVita Tripholate 25 Gr @120,YAR-74,70,12,3,858,4/16/2020,8/29/2021,858,3/22/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
254,Tvaoweb,Liberty 250 Gr X 40,LIB-49,56,4,14,202,5/8/2020,3/16/2021,202,3/29/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
255,Nqqef,AGIL 100 ML X 100,AGI-1,10,37,6,367,8/25/2020,2/23/2021,367,4/2/2023,FALSE,FALSE,Kabupaten Banyumas,Jawa Tengah
256,Jteshi,Chalenger 1L X 20,CHA-17,53,20,9,1043,2/19/2020,4/5/2021,1043,3/30/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
257,Hohsc,CALIWA 350 OD 250 ML X 40,CAL-15,99,11,6,1050,10/7/2020,3/5/2021,1050,3/22/2023,TRUE,FALSE,Kabupaten Kebumen,Jawa Tengah
258,Vwxqqo,YaraMila Faster (50 Kg),YAR-69,51,45,3,2287,5/9/2020,6/3/2021,2287,3/29/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
259,Tikaomp,Cozeb 1 Kg X 20,COZ-24,12,11,15,120,11/15/2020,12/27/2021,120,3/22/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
260,Vofshdy,unused,UNU-64,42,3,18,115,6/10/2020,5/4/2021,115,3/23/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
261,Vzltm,Tapuz 100 Gr X 80,TAP-62,24,46,3,1102,3/13/2020,1/27/2021,1102,3/22/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
262,Blxqtb,JOKER 400 Gr X 25,JOK-40,68,30,17,2019,11/25/2020,10/10/2021,2019,3/27/2023,FALSE,TRUE,Kabupaten Pemalang,Jawa Tengah
263,Dzsgbw,DUMIL 400 Gr X 25,DUM-32,76,12,2,924,1/12/2020,2/17/2021,924,3/21/2023,TRUE,TRUE,Kabupaten Wonogiri,Jawa Tengah
264,Pemfo,YaraVita Tripholate 25 Gr @120,YAR-74,65,24,6,1574,2/14/2020,9/12/2021,1574,3/26/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
265,Umrwzu,CHLORMITE 200 ML X 48,CHL-19,62,44,11,2697,6/20/2020,8/31/2021,2697,3/21/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
266,Vmhgllp,Liberty 250 Gr X 40,LIB-49,99,13,16,1257,8/18/2020,6/20/2021,1257,3/30/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
267,Pzobp,KLENSECT 400 ML X 24,KLE-43,35,47,13,1644,9/29/2020,1/24/2021,1644,3/26/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
268,Zcndfk,Dense 200 Gr X 20,DEN-29,24,36,11,861,7/8/2020,8/30/2021,861,3/29/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
269,Qtrmgud,CHLORMITE 400 ML X 24,CHL-20,81,43,9,3453,1/11/2020,7/21/2021,3453,3/31/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
270,Blxqtb,CALIWA 350 OD 250 ML X 40,CAL-15,21,47,5,981,1/11/2020,4/15/2021,981,3/30/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
271,Yfjro,Balistic 100ML X 36,BAL-9,96,19,16,1853,5/2/2020,11/11/2021,1853,3/25/2023,FALSE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
272,Ldyisp,Yara Mila Complex/1 Kg Repacking,YAR-65,80,20,15,1550,10/9/2020,3/27/2021,1550,3/31/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
273,Ozsfyu,ZENPRO NPK LIQUID X 15,ZEN-75,15,10,12,142,11/13/2020,10/12/2021,142,3/31/2023,TRUE,TRUE,Kabupaten Purworejo,Jawa Tengah
274,Yoycwv,Avatar 100 ml X 36,AVA-8,18,17,0,310,3/11/2020,1/5/2021,310,3/22/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
275,Odmhzie,Plethora 250 ML X40,PLE-52,52,17,2,894,12/4/2020,4/13/2021,894,3/22/2023,TRUE,FALSE,Kota Tegal,Jawa Tengah
276,Xprkjup,Dangke 100 Gr X 100,DAN-26,56,18,1,999,7/9/2020,1/11/2021,999,3/26/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
277,Ldyisp,LEILI 250 ML X 48,LEI-47,31,13,10,387,12/30/2020,1/21/2021,387,3/29/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
278,Pmmvkwp,Cozeb 1 Kg X 20,COZ-24,51,29,4,1475,2/16/2020,6/19/2021,1475,3/30/2023,TRUE,TRUE,Kabupaten Temanggung,Jawa Tengah
279,Rroahug,Remazole 400 ml X 20,REM-54,22,45,10,983,4/14/2020,7/28/2021,983,3/22/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
280,Soybau,YaraLiva Tropicote (25 Kg),YAR-67,40,48,17,1898,2/11/2020,6/9/2021,1898,3/31/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
281,Vnlumtd,Dangke 250 Gr X 40,DAN-27,61,9,14,542,12/22/2020,9/7/2021,542,3/30/2023,TRUE,FALSE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
282,Rfhgqxm,YaraLiva Tropicote (25 Kg),YAR-67,27,39,13,1052,5/28/2020,7/31/2021,1052,3/25/2023,FALSE,FALSE,Kota Magelang,Jawa Tengah
283,Otnxz,Avatar 100 ml X 36,AVA-8,21,6,10,110,9/15/2020,2/10/2021,110,4/2/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
284,Qhxmkw,Astonish 100 ML X 60,AST-6,92,47,16,4352,9/17/2020,10/31/2021,4352,3/26/2023,TRUE,FALSE,Kabupaten Jepara,Jawa Tengah
285,Znmlyx,LEILI 100 ML X 60,LEI-46,83,26,11,2134,11/17/2020,2/2/2021,2134,3/29/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
286,Mzmsaie,BELLMAC 250 ML X 40,BEL-11,13,22,17,267,11/1/2020,6/6/2021,267,3/21/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
287,Lgnkd,Gandewa 250 ML X 20,GAN-37,58,12,6,710,6/1/2020,5/10/2021,710,3/23/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
288,Dlmkv,DUMIL 400 Gr X 25,DUM-32,20,33,11,646,6/11/2020,3/17/2021,646,3/27/2023,TRUE,FALSE,Kabupaten Semarang,Jawa Tengah
289,Sjgyul,Astonish 100 ML X 60,AST-6,31,50,20,1519,12/22/2020,1/26/2021,1519,4/2/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
290,Zdkwb,YaraMila Winner (50 Kg),YAR-72,61,24,5,1446,3/20/2020,9/10/2021,1446,3/25/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
291,Kqlqvto,LEILI 1 L X 20,LEI-45,75,17,9,1293,2/23/2020,6/25/2021,1293,4/2/2023,TRUE,FALSE,Kabupaten Kendal,Jawa Tengah
292,Sjgyul,Jurassic 1L X 20,JUR-41,86,41,11,3517,10/20/2020,2/4/2021,3517,3/31/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
293,Dgpzet,EXPLORE 80 ML X 36,EXP-34,57,35,8,1974,11/30/2020,7/23/2021,1974,3/30/2023,FALSE,FALSE,Kabupaten Grobogan,Jawa Tengah
